AIRPORT;AIRPORT_COUNTRY_CODE_ISO;LATITUDE;LONGITUDE
FEG;SU;40.35027778;71.73361111
FEN;BR;-3.855;-32.42333333
FEP;US;42.23555556;-89.56916667
FET;US;41.45;-96.51666667
FEW;US;41.13333333;-104.8672222
FEZ;MA;33.92888889;-4.9775
FFD;GB;51.68222222;-1.78805556
FFM;US;46.28444444;-96.15666667
FFO;US;39.82611111;-84.04833333
FFT;US;38.1825;-84.90472222
FGD;MR;22.675;-12.73194444
FGI;WS;-13.84861111;-171.7408333
FHU;US;31.58888889;-110.3430556
FIC;US;55.77777778;-131.5375
FID;US;41.25138889;-72.03166667
FIH;CD;-4.38472222;15.445
FIL;US;38.95833333;-112.3625
FIN;PG;-6.6275;147.8638889
FIZ;AU;-18.17833333;125.5541667
FJR;AE;25.11083333;56.32416667
FKB;DE;48.77944444;8.08055556
FKI;CD;0.51666667;25.155
FKJ;JP;36.13972222;136.2266667
FKL;US;41.37777778;-79.86027778
FKS;JP;37.22861111;140.4291667
FL1;US;28.22805556;-82.15583333
FL2;US;27.96194444;-80.55972222
FL3;US;30.78;-85.59805556
FL4;US;29.4675;-81.20638889
FL5;US;29.35416667;-82.47277778
FLA;CO;1.58888889;-75.55888889
FLB;BR;-6.8;-43.03333333
FLD;US;43.77166667;-88.48444444
FLF;DE;54.77222222;9.38333333
FLG;US;35.13777778;-111.6716667
FLJ;US;60.51666667;-148
FLL;US;26.07416667;-80.15166667
FLN;BR;-27.66972222;-48.55055556
FLO;US;34.18888889;-79.72444444
FLR;IT;43.81027778;11.19777778
FLS;AU;-40.095;147.9966667
FLT;US;62.45416667;-157.9866667
FLU;US;40.77916667;-73.83277778
FLV;US;39.36972222;-94.9125
FLW;PT;39.45527778;-31.13138889
FLX;US;39.50055556;-118.7477778
FMA;AR;-26.21277778;-58.235
FMC;US;65.9275;-149.8375
FMH;US;41.65777778;-70.52222222
FMI;CD;-5.87833333;29.24527778
FMN;US;36.74111111;-108.2291667
MSR;DE;52.13611111;7.68555556
FMO;DE;52.13472222;7.68472222
FMS;US;40.65888889;-91.3275
FMY;US;26.58694444;-81.86222222
FNA;SL;8.6175;-13.19694444
FNC;PT;32.69055556;-16.775
FNI;FR;43.75861111;4.41666667
FNJ;KP;39.22361111;125.67
FNL;US;40.44888889;-105.0102778
FNR;US;58.25;-134.9
FNT;US;42.96666667;-83.74166667
FOB;US;39.47444444;-123.7944444
FOC;CN;25.93472222;119.6636111
FOD;US;42.5525;-94.18972222
FOE;US;38.9525;-95.6625
FOG;IT;41.42666667;15.53944444
FOK;US;40.84361111;-72.63222222
FOR;BR;-3.77666667;-38.53444444
FPO;BS;26.55527778;-78.7
FPR;US;27.49305556;-80.36777778
FPY;US;30.06916667;-83.57861111
FQA;US;55.60611111;-131.4833333
FQB;US;33.23972222;-119.4580556
FQC;US;57.80555556;-152.3805556
FQD;US;58.235;-155.1036111
FQE;US;58.31333333;-134.1041667
FQF;US;58.35277778;-133.9913889
FQG;US;58.13416667;-133.7294444
FQH;US;61.17111111;-150.1605556
FQI;US;38.23444444;-84.43472222
FQJ;US;58.09861111;-134.76
FQK;US;58.21472222;-136.1563889
FQL;US;38.665;-88.45305556
FQN;US;55.56222222;-132.6305556
FQO;US;55.56666667;-131.0563889
FQP;US;55.83444444;-131.4847222
FQQ;US;59.14666667;-138.5636111
FQR;US;55.24361111;-132.5733333
FQU;US;48.28388889;-115.4902778
FQV;US;53.81444444;-167.1194444
FQW;US;53.36666667;-167.8833333
FQX;US;55.21027778;-132.1319444
FQY;US;55.92638889;-133.2527778
FRA;DE;50.03194444;8.52777778
FRC;BR;-20.55194444;-47.4375
FRD;US;48.52638889;-123.0238889
FRF;DE;50.03027778;8.58805556
FRG;US;40.72944444;-73.415
FRL;IT;44.19527778;12.06861111
FRM;US;43.64722222;-94.42361111
FRO;NO;61.58194444;5.01444444
FRP;US;57.85;-134.9833333
FRR;US;38.91722222;-78.25388889
FRS;GT;16.91666667;-89.88333333
FRU;SU;43.06138889;74.4775
FRW;BW;-21.16;27.4825
FRY;US;43.99027778;-70.94638889
FSC;FR;41.50055556;9.09777778
FSD;US;43.57888889;-96.74083333
FSI;US;34.65;-98.40166667
FSK;US;37.79722222;-94.76944444
FSM;US;35.33666667;-94.3675
FSP;PM;46.77083333;-56.16666667
FST;US;30.915;-102.9125
FSZ;JP;34.79611111;138.1894444
FTC;US;40.58722222;-105.0402778
FTE;AR;-50.28027778;-72.05333333
FTG;US;39.785;-104.5430556
FTK;US;37.90666667;-85.97305556
FOA;US;61.86666667;-162.0666667
FTL;US;61.86833333;-162.0680556
FTU;MG;-25.03805556;46.95555556
FTV;;-20.05416667;30.86055556
MVZ;ZW;-20.05611111;30.85888889
FTW;US;32.8175;-97.35861111
FTY;US;33.77916667;-84.52138889
FUE;ES;28.44805556;-13.86194444
FUJ;JP;32.66333333;128.8319444
FUK;JP;33.58222222;130.4533333
FUL;US;33.86666667;-117.975
FUN;TV;-8.52388889;179.1969444
FUT;WF;-14.31138889;-178.0661111
FVA;US;61.11638889;-155.3113889
FVB;SO;2.68333333;44.78333333
FVC;KZ;45.92027778;63.34222222
FVD;US;30.58583333;-100.6486111
FVE;US;33.35416667;-117.2508333
FVF;KE;0.05972222;40.31583333
FVG;US;33.96972222;-112.7963889
FVH;US;46.795;-119.0802778
FVI;US;32.82583333;-91.18777778
FVJ;AU;-27.64055556;152.7119444
FVN;US;48.15333333;-104.5038889
FVO;US;45.24722222;-122.77
FVP;US;39.94388889;-120.9469444
FVQ;US;62.01694444;-158.15
FVR;US;45.87861111;-111.5691667
FVS;US;43.83388889;-111.805
FVT;EC;-0.54388889;-78.37
FVU;PE;-12.16083333;-76.99888889
FVV;US;35.72833333;-118.4197222
FVW;US;65.28333333;-153
FVX;US;54.91666667;-132.9166667
FVY;US;56.08333333;-131.9666667
FVZ;US;70.00388889;-153.0775
FWA;US;40.97833333;-85.18805556
FWH;US;32.76888889;-97.44111111
FWL;US;62.50972222;-153.8894444
FWS;US;32.56527778;-97.30805556
FXE;US;26.19694444;-80.17083333
FXM;US;70.17305556;-146.8555556
A35;US;70.17277778;-146.8361111
FXO;MZ;-14.80527778;36.52694444
FXR;US;40.27333333;-86.56222222
FXY;US;43.23472222;-93.62416667
FYT;TD;17.91666667;19.11666667
FYU;US;66.58111111;-145.2083333
FYV;US;36.00361111;-94.17
FZO;GB;51.51944444;-2.57611111
GA1;US;34.68861111;-85.29055556
GA2;US;33.63111111;-85.15194444
GA3;US;33.31166667;-84.76972222
GAC;HN;14.59666667;-88.59388889
GAD;US;33.97361111;-86.08722222
GAE;TN;33.87694444;10.10333333
GAI;US;39.16833333;-77.16611111
GAJ;JP;38.4;140.3833333
GAL;US;64.73638889;-156.9316667
GAM;US;63.76666667;-171.7375
GAN;MV;-0.69444444;73.15555556
GAO;CU;20.08111111;-75.15805556
GAQ;ML;16.24861111;-0.00138889
GAR;PG;-7.87333333;147.1375
GAT;FR;44.45388889;6.03694444
GAU;IN;26.10416667;91.5875
GAW;MM;22.17083333;94.13444444
GAY;IN;24.74666667;84.94583333
GB1;GB;52.12722222;0.95638889
GBA;US;61.395;-149.8416667
GBD;US;38.34722222;-98.86416667
GBE;BW;-24.65416667;25.94166667
GBG;US;40.93861111;-90.42888889
GBH;US;68.47916667;-149.49
GBJ;GP;15.87138889;-61.26472222
GBK;SL;7.8;-12.36666667
GBR;US;42.18444444;-73.40416667
GBU;SD;14.92638889;35.88888889
GCA;CO;2.28333333;-74.95
GCC;US;44.35138889;-105.525
GCI;GB;49.43611111;-2.60277778
GCK;US;37.92861111;-100.7297222
GCM;KY;19.2925;-81.35805556
GCN;US;35.95194444;-112.1475
GCY;US;36.19138889;-82.81666667
GDC;US;34.75833333;-82.37666667
GDE;ET;5.90222222;43.62833333
GDH;US;59.74694444;-158.8747222
GDL;MX;20.52388889;-103.3125
GDM;US;42.54972222;-72.01638889
GDN;PL;54.3775;18.46611111
GDQ;ET;12.51444444;37.44555556
GDT;TC;21.44388889;-71.1425
GDV;US;47.13888889;-104.8069444
GDW;US;43.96861111;-84.47388889
GDX;SU;59.91;150.7166667
GEA;NC;-22.25972222;166.4708333
GED;US;38.68916667;-75.35888889
GEG;US;47.62;-117.5327778
GEK;US;62.97555556;-156.5133333
GEL;BR;-28.28111111;-54.16805556
GEN;NO;60.20305556;11.08527778
GEO;GY;6.49861111;-58.25416667
GER;CU;21.8375;-82.78
GES;PH;6.10555556;125.2338889
GET;AU;-28.79166667;114.7
GEV;SE;67.13444444;20.81666667
GEY;US;44.51333333;-108.0777778
GEZ;US;39.58305556;-85.80472222
GFA;US;47.505;-111.1872222
GFB;US;59.05;-160.2833333
GFF;AU;-34.25083333;146.0658333
GFK;US;47.95194444;-97.17861111
GFL;US;43.34444444;-73.60916667
GFN;AU;-29.76055556;153.0286111
GFO;GY;6.36111111;-58.65416667
GFR;FR;48.88305556;-1.56416667
GFY;ZA;-19.6;18.13333333
GGE;US;33.31194444;-79.31805556
GGG;US;32.38666667;-94.71527778
GGN;CI;6.10138889;-5.9875
GGT;BS;23.5625;-75.87805556
GGW;US;48.21277778;-106.6155556
GHA;DZ;32.38222222;3.80055556
GHB;BS;25.28388889;-76.33083333
GHC;BS;25.73805556;-77.84027778
GHT;LY;25.14694444;10.14472222
GHU;AR;-33.00416667;-58.61222222
GIB;GI;36.15;-5.34722222
GIG;BR;-22.80888889;-43.24361111
GIL;PK;35.91916667;74.33583333
GIS;NZ;-38.65972222;177.9722222
GIZ;SA;16.86666667;42.58333333
GJA;HN;16.445;-85.90583333
GJM;BR;-10.78638889;-65.28472222
GJT;US;39.11861111;-108.5138889
GKA;PG;-6.07916667;145.3977778
GKL;AU;-23.18333333;150.9416667
GKN;US;62.15527778;-145.4522222
GL1;GL;81.60055556;-16.66722222
GL2;GL;83.06666667;-31.25
GLA;GB;55.87166667;-4.43194444
GLD;US;39.37027778;-101.6994444
GLF;CR;8.65138889;-83.18083333
GLH;US;33.48444444;-90.985
GLI;AU;-29.67666667;151.6908333
GLK;SO;6.77861111;47.45277778
GLM;AU;-22.88888889;138.8241667
GLN;MA;29.02666667;-10.05027778
GLO;GB;51.8925;-2.16333333
GLQ;US;62.11861111;-145.55
GLR;US;45.01444444;-84.69944444
GLS;US;29.2675;-94.86027778
GLT;AU;-23.83333333;151.2541667
GLV;US;64.54416667;-163.0375
GLW;US;37.03166667;-85.95361111
GMA;CD;3.235;19.76861111
GMC;CO;3.63333333;-71.16666667
GMP;KR;37.55861111;126.79
GMT;US;65.40555556;-161.2775
GMU;US;34.84777778;-82.35027778
GNA;BY;53.60166667;24.055
GNB;FR;45.36277778;5.32972222
GND;GD;12.00416667;-61.78805556
GNR;AR;-38.99722222;-67.61
GNU;US;59.1125;-161.5805556
GNV;US;29.68972222;-82.27583333
GOA;IT;44.41305556;8.83777778
GOB;ET;7.01388889;39.98055556
GOH;GL;64.18194444;-51.725
DBL;IN;15.37777778;73.83055556
GOI;IN;15.38166667;73.83361111
GOJ;RU;56.23;43.78416667
GOL;US;42.41361111;-124.4230556
GOM;CD;-1.67;29.235
GON;US;41.32888889;-72.04638889
GOO;AU;-28.52444444;150.3194444
GOP;IN;26.73972222;83.45222222
GOR;ET;8.15555556;35.53805556
GOS;AU;-33.43333333;151.35
GOT;SE;57.66277778;12.27972222
GOU;CM;9.33611111;13.37555556
GOV;AU;-12.28166667;136.8216667
GOZ;BG;43.15222222;25.71305556
GPI;CO;2.58333333;-77.9
GPM;US;32.69833333;-97.04666667
GPS;EC;-0.43472222;-90.28277778
GPT;US;30.40611111;-89.07027778
GPZ;US;47.21444444;-93.51111111
GQQ;US;40.73666667;-82.75722222
GRA;CO;8.33333333;-73.69722222
GRB;US;44.48805556;-88.13055556
GRD;US;34.25138889;-82.15833333
GRF;US;47.08333333;-122.5791667
GRI;US;40.96722222;-98.30666667
GRJ;ZA;-33.9675;22.42111111
GRK;US;31.06472222;-97.8275
GRO;ES;41.90916667;2.76333333
GRP;BR;-11.74166667;-49.13333333
GRQ;NL;53.12027778;6.57555556
GRR;US;42.88111111;-85.52416667
GRS;IT;42.76194444;11.07055556
GRU;BR;-23.43194444;-46.46944444
GRW;PT;39.06666667;-28
GRX;ES;37.18861111;-3.77694444
GRZ;AT;46.99333333;15.44
GSB;US;35.33972222;-77.96
GSE;SE;57.77583333;11.87305556
GSH;US;41.52722222;-85.79222222
GSO;US;36.09194444;-79.94277778
GSP;US;34.89888889;-82.21388889
GST;US;58.4275;-135.705
GSW;US;32.8275;-97.04527778
GT1;GT;13.935;-90.83666667
GTB;MY;3.41666667;101.8
GTE;AU;-13.97222222;136.4533333
GTF;US;47.48555556;-111.3669444
GTK;MY;2.6;102.9166667
GTN;NZ;-43.91083333;170.1288889
GTO;ID;0.63388889;122.8461111
GTR;US;33.45027778;-88.59138889
GTU;US;30.67888889;-97.67944444
GTW;;49.31361111;17.57722222
GUA;GT;14.58194444;-90.5275
GUB;MX;28.03333333;-114.0666667
GUC;US;38.53388889;-106.9388889
GUD;ML;16.3575;-3.60972222
GUH;AU;-30.96111111;150.25
GUI;VE;10.57333333;-62.31277778
GUM;GU;13.48388889;144.7972222
GUO;HN;15.00583333;-86.04722222
GUP;US;35.51111111;-108.7866667
GUQ;VE;9.02527778;-69.75
GUR;PG;-10.31083333;150.3386111
GUS;US;40.64805556;-86.15222222
GUT;DE;51.92361111;8.3075
GUW;KZ;47.12194444;51.82
GUY;US;36.68027778;-101.5077778
GUZ;BR;-16.26666667;-53.76666667
GVA;CH;46.23805556;6.10888889
GVE;US;38.15611111;-78.16527778
GVL;US;34.27305556;-83.82916667
GVQ;US;43.03166667;-78.16972222
GVR;BR;-18.85027778;-41.93333333
GVT;US;33.06777778;-96.06527778
GVW;US;38.85083333;-94.55833333
GVX;SE;60.59388889;16.95472222
GWD;PK;25.23055556;62.33888889
GWE;;-19.43638889;29.86194444
GWL;IN;26.29388889;78.23
GWO;US;33.495;-90.08888889
GWI;US;46.21944444;-97.64416667
GWR;US;46.21861111;-97.64333333
GWS;US;39.50833333;-107.3113889
GWT;DE;54.91527778;8.34305556
GWY;IE;53.29444444;-8.95
GXF;YE;15.96611111;48.78833333
GXH;GB;52.35;0.5
GXQ;CL;-45.58888889;-72.09861111
GXX;CM;10.35833333;15.2375
GYA;BO;-10.83;-65.36166667
GYE;EC;-2.15805556;-79.88416667
GYM;MX;27.95555556;-110.9305556
GYN;BR;-16.63833333;-49.21083333
GYR;US;33.42361111;-112.3741667
GYY;US;41.61805556;-87.41555556
GZO;SB;-8.1;156.8666667
GZT;TR;36.94805556;37.47833333
HAB;US;34.12916667;-87.99444444
HAC;JP;33.11333333;139.7905556
HAD;SE;56.68333333;12.81944444
HAE;US;36.21666667;-112.6666667
HAF;US;37.50416667;-122.5
HAH;KM;-11.53194444;43.26111111
HAJ;DE;52.46166667;9.68472222
HAK;CN;19.93472222;110.4588889
HAM;DE;53.63388889;9.995
HAN;VN;21.22027778;105.8055556
HAO;US;39.36444444;-84.52472222
HAP;AU;-20.33333333;148.85
HAR;US;40.21611111;-76.85222222
HAS;SA;27.44;41.68638889
HAU;NO;59.34666667;5.20916667
HAV;CU;22.98944444;-82.4075
HAY;US;65.20277778;-161.1527778
HBA;AU;-42.83583333;147.5125
HBC;US;57.41666667;-135.0333333
HBE;EG;30.91777778;29.69638889
HBG;US;31.26694444;-89.255
HBH;US;57.4;-133.4666667
HBI;BS;25.48833333;-76.635
HBL;ZA;-25.38333333;28.28333333
HBT;SA;27.95583333;45.55611111
HBV;US;27.34944444;-98.73694444
HBY;US;57.38194444;-134.3952778
HCA;US;32.30361111;-101.4338889
HCB;US;55.45;-131.2833333
HCR;US;62.18888889;-159.7716667
HDA;US;57.21666667;-134.8833333
HDB;DE;49.39333333;8.65194444
HDD;PK;25.32222222;68.36388889
HDF;DE;53.87888889;14.15166667
HDH;US;21.5825;-158.2002778
HDM;IR;34.86472222;48.54805556
HDN;US;40.48166667;-107.22
HDS;ZA;-24.34833333;30.94444444
HDY;TH;6.9325;100.3944444
HEA;AF;34.20694444;62.22666667
HED;US;55.80222222;-160.8972222
HEH;MM;20.74388889;96.79444444
HEI;DE;54.15333333;8.90166667
HEL;FI;60.32555556;24.97166667
HER;GR;35.34027778;25.18333333
HES;US;45.82583333;-119.2583333
HET;CN;40.85138889;111.8241667
HEX;DO;18.46861111;-69.97027778
HEZ;US;31.61472222;-91.29638889
HFA;IL;32.81111111;35.04166667
HFD;US;41.73333333;-72.65
HFE;CN;31.78;117.2986111
HFF;US;35.03638889;-79.49777778
HFN;IS;64.29555556;-15.22722222
HFT;NO;70.67944444;23.66833333
HGA;SO;9.51583333;44.09166667
HGD;AU;-20.81888889;144.2244444
HGH;CN;30.22944444;120.4344444
HGL;DE;54.18694444;7.91666667
HGN;TH;19.29888889;97.97638889
HGO;CI;9.41388889;-5.61666667
HGR;US;39.70777778;-77.73
HGS;SL;8.39305556;-13.13
HGU;PG;-5.82722222;144.295
HGZ;US;66.19166667;-155.6688889
HHE;JP;40.54916667;141.4708333
HHH;US;32.21666667;-80.68333333
HHN;DE;49.94972222;7.26388889
HHP;HK;22.31805556;114.2
HHR;US;33.92277778;-118.3352778
HIA;US;39.87805556;-95.5225
KS3;US;39.87805556;-95.5225
HIB;US;47.38861111;-92.83861111
HIE;US;44.36583333;-71.54861111
HIF;US;41.12361111;-111.9719444
HII;US;34.56833333;-114.3552778
HIJ;JP;34.43611111;132.9194444
HIK;US;21.31861111;-157.9225
HIN;KR;35.08777778;128.0719444
HIO;US;45.54055556;-122.9486111
HIR;SB;-9.42527778;160.0455556
HIS;AU;-20.06666667;148.8666667
HJR;IN;24.82416667;79.92277778
HKA;US;35.94055556;-89.83083333
HKB;US;63.8675;-148.9688889
HKD;JP;41.76833333;140.8225
HKG;HK;22.31527778;114.2088889
HKK;NZ;-42.71611111;170.9866667
HKN;PG;-5.47527778;150.4166667
HKP;US;20.94583333;-156.6930556
HKS;US;32.33361111;-90.22222222
HKT;TH;8.11055556;98.3125
HKY;US;35.74055556;-81.39
HLA;ZA;-25.93722222;27.92666667
HLD;CN;49.20611111;119.8280556
HLF;SE;57.52638889;15.82777778
HLG;US;40.17444444;-80.64833333
HLI;US;36.89027778;-121.4061111
HLM;US;42.79583333;-86.16194444
HLN;US;46.60666667;-111.9819444
HLO;US;34.93861111;-110.1402778
HLP;ID;-6.26666667;106.8897222
HLT;AU;-37.65;142.0605556
HLZ;NZ;-37.86111111;175.3333333
HME;DZ;31.67388889;6.14277778
HMN;US;32.85138889;-106.1016667
HMO;MX;29.09638889;-111.0461111
HMS;US;58.29444444;-135.3472222
HMT;US;33.735;-117.0205556
HNA;JP;39.42694444;141.1383333
HNC;US;35.23111111;-75.62138889
HND;JP;35.55361111;139.7658333
HNG;NC;-20.69611111;164.9869444
HNH;US;58.09805556;-135.4033333
HNL;US;21.31861111;-157.9225
HNM;US;20.79583333;-156.0188889
HNS;US;59.24583333;-135.5188889
HOB;US;32.68861111;-103.2169444
HOD;YE;14.74722222;42.98277778
HOF;SA;25.28555556;49.48527778
HOG;CU;20.78527778;-76.315
HOI;PF;-18.07527778;-140.9455556
HOK;AU;-18.335;130.6325
HOL;US;62.91055556;-159.5277778
HOM;US;59.64527778;-151.4763889
HON;US;44.38361111;-98.22638889
HOP;US;36.67277778;-87.49166667
HOQ;DE;50.28916667;11.86222222
HOR;PT;38.52;-28.71722222
HOT;US;34.47888889;-93.09611111
HOU;US;29.645;-95.27861111
HOV;NO;62.18166667;6.07888889
HOW;PA;8.91333333;-79.60027778
HPA;TO;-19.77638889;-174.3408333
HPB;US;61.525;-166.1452778
HPH;VN;20.81944444;106.725
HPN;US;41.06888889;-73.70777778
HPT;US;42.72638889;-93.22638889
HPV;US;22.2125;-159.4466667
HQM;US;46.97111111;-123.9366667
HRB;CN;45.62361111;126.2502778
SAY;;-17.92277778;31.10138889
HRE;ZW;-17.92277778;31.10138889
HRG;EG;27.18583333;33.79888889
HRK;SU;49.93333333;36.28333333
HRL;US;26.22805556;-97.65222222
HRO;US;36.26166667;-93.15555556
HRT;GB;54.04944444;-1.25194444
HSC;CN;24.83333333;113.6166667
HSH;US;35.97277778;-115.1344444
HSI;US;40.60555556;-98.42694444
HSK;ES;42.08083333;-0.32333333
HSL;US;65.7025;-156.375
HSP;US;37.95055556;-79.83388889
HST;US;25.48805556;-80.38416667
HSV;US;34.64277778;-86.77555556
HTA;RU;52.02611111;113.3052778
HTF;GB;51.76583333;-0.24833333
HTH;US;38.54527778;-118.6322222
HTI;AU;-20.35972222;148.9505556
HTO;US;40.95944444;-72.25166667
HTS;US;38.36694444;-82.55611111
HTZ;CO;6.15527778;-71.76083333
HUA;US;34.67861111;-86.68472222
HUC;PR;18.14;-65.80111111
HUE;ET;14.25;36.58333333
HUF;US;39.45444444;-87.3075
HUG;GT;15.31388889;-91.50555556
HUH;PF;-16.78111111;-151.0338889
HUI;VN;16.39916667;107.7033333
HUL;US;46.12305556;-67.79333333
HUM;US;29.56694444;-90.66083333
HUN;TW;24.02222222;121.6125
HUS;US;66.04055556;-154.2633333
HUT;US;38.06805556;-97.86111111
HUU;PE;-9.86666667;-76.21666667
HUV;SE;61.76916667;17.08388889
HUX;MX;15.77388889;-96.2625
HUY;GB;53.57444444;-0.35083333
HVA;MG;-14.62972222;47.76388889
HVB;AU;-25.32055556;152.8794444
HVC;US;36.85694444;-87.455
HVN;US;41.26527778;-72.88833333
HVR;US;48.54444444;-109.7611111
HVS;US;34.40527778;-80.11805556
HWD;US;37.65916667;-122.1225
HWI;US;58.13333333;-134.75
HYA;US;41.66583333;-70.28055556
HYD;IN;17.45305556;78.46888889
HYG;US;55.20666667;-132.8266667
HYL;US;55.48194444;-132.6444444
HYR;US;46.02444444;-91.44444444
HYS;US;38.84611111;-99.27416667
HZH;CN;26.335;109.15
HZK;IS;65.95527778;-17.42777778
HZL;US;40.98638889;-75.99111111
IA1;US;40.75166667;-95.41361111
IA2;US;42.43666667;-93.86888889
IA3;US;41.01055556;-95.26
IAB;US;37.62305556;-97.26722222
IAD;US;38.94166667;-77.4575
IAG;US;43.10722222;-78.94555556
IAH;US;29.98333333;-95.34
IAM;DZ;28.05111111;9.63805556
IAN;US;66.97555556;-160.4305556
IAR;RU;57.61888889;39.84138889
IAS;RO;47.18333333;27.6
IBA;NG;7.43194444;3.91111111
IBE;CO;4.42583333;-75.14
ITI;BR;-18.08611111;-41.68638889
IBZ;ES;38.87361111;1.37277778
ICI;FJ;-17.74555556;-179.3380556
ICK;SR;5.95416667;-57.03805556
ICN;KR;37.4625;126.4391667
ICT;US;37.65;-97.43277778
ICY;US;59.96583333;-141.6583333
IDA;US;43.51611111;-112.0647222
IDI;US;40.63166667;-79.10277778
IDO;BR;-11.57;-50.66611111
IDP;US;37.15833333;-95.77833333
IDR;IN;22.72305556;75.80555556
IE1;IE;53.30166667;-6.45111111
IEG;PL;52.13333333;15.8
IEV;SU;50.40166667;30.45194444
IFJ;IS;66.05972222;-23.13277778
IFL;AU;-17.55;146.0166667
IFN;IR;32.75083333;51.86138889
IFO;UA;48.88416667;24.68611111
IGA;BS;20.98333333;-73.66666667
IGG;US;59.32388889;-155.9
IGH;AU;-18.66055556;146.1516667
IGL;TR;38.51305556;27.01
IGM;US;35.25666667;-113.94
IGN;PH;8.13111111;124.2141667
IGO;CO;7.68166667;-76.68666667
IGR;AR;-25.74166667;-54.46583333
IGU;BR;-25.59611111;-54.48722222
IGX;US;35.935;-79.06583333
IHU;PG;-7.90055556;145.3936111
II1;US;40.29361111;-88.1425
II2;US;41.60805556;-88.09611111
LOT;US;41.60805556;-88.09611111
II3;US;41.93138889;-88.70722222
II4;US;40.15861111;-89.335
IJU;BR;-28.36777778;-53.84472222
IJX;US;39.77416667;-90.23722222
IKA;IR;35.40972222;51.15083333
IKB;US;36.22277778;-81.09833333
IKI;JP;33.74555556;129.7883333
IKK;US;41.07138889;-87.84888889
IKO;US;52.94166667;-168.85
IKT;SU;52.26666667;104.4
IKV;US;41.69111111;-93.56638889
IL1;IL;31.20833333;35.01222222
ILE;US;31.08638889;-97.68666667
ILG;US;39.67833333;-75.6075
ILI;US;59.75277778;-154.9083333
ILL;US;45.11638889;-95.09
ILM;US;34.26694444;-77.90388889
ILN;US;39.42805556;-83.79222222
ILO;PH;10.71444444;122.5436111
ILP;NC;-22.58972222;167.4475
ILQ;PE;-17.69611111;-71.34333333
ILR;NG;8.43972222;4.49472222
ILY;GB;55.68194444;-6.25416667
ILZ;;49.21666667;18.78333333
IMF;IN;24.76111111;93.89972222
IML;US;40.51166667;-101.6202778
IMM;US;26.43388889;-81.4025
IMP;BR;-5.53194444;-47.48055556
IMT;US;45.81555556;-88.11416667
IN1;US;41.30694444;-85.06416667
IN2;US;40.03055556;-86.25138889
INC;CN;38.32277778;106.3933333
IND;US;39.72888889;-86.28166667
INF;DZ;19.56111111;5.75027778
ING;AR;-50.33472222;-72.24888889
INH;MZ;-23.87444444;35.40833333
INL;US;48.56305556;-93.40416667
INN;AT;47.26083333;11.34722222
INO;CD;-1.95;18.27916667
INS;US;36.58722222;-115.6733333
INT;US;36.13527778;-80.22555556
INU;NR;-0.53333333;166.9166667
INV;GB;57.5425;-4.04833333
INW;US;35.02416667;-110.725
IOA;GR;39.69666667;20.82583333
IOM;GB;54.0825;-4.62777778
ION;CG;1.61333333;18.06194444
IOR;IE;53.10694444;-9.65555556
IOS;BR;-14.81388889;-39.03
IOU;NC;-22.46388889;166.7830556
IOW;US;41.64027778;-91.54722222
IPC;CL;-27.165;-109.4266667
IPE;PH;7.78888889;122.6002778
IPH;MY;4.56694444;101.0958333
IPI;CO;0.86638889;-77.71166667
IPL;US;32.83722222;-115.5747222
IPN;BR;-19.47083333;-42.4875
IPT;US;41.24222222;-76.92055556
IQ1;IQ;33.33805556;43.59694444
IQ2;IQ;33.78555556;42.44111111
IQQ;CL;-20.53527778;-70.18138889
IQT;PE;-3.78472222;-73.30888889
IRC;US;65.83055556;-144.0758333
IRD;BD;24.13333333;89.05277778
IRG;AU;-12.78888889;143.3125
IRI;TZ;-7.67055556;35.75027778
IRJ;AR;-29.38333333;-66.78333333
IRK;US;40.0925;-92.54388889
IRO;CF;10.18638889;22.71388889
IRP;CD;2.78194444;27.63083333
IRS;US;41.8;-85.41666667
IRV;US;30.45444444;-88.21055556
ISA;AU;-20.65583333;139.4791667
ISB;PK;33.61472222;73.09666667
ISC;GB;49.91277778;-6.29166667
ISG;;24.33694444;124.1688889
ISH;IT;40.75;13.9
ISI;AU;-24.26333333;144.4233333
ISJ;MX;21.26666667;-86.75
ISL;US;63.5;-145.0333333
ISM;US;28.29027778;-81.43722222
ISN;US;48.17611111;-103.6361111
ISO;US;35.32666667;-77.61666667
ISP;US;40.79666667;-73.10083333
ISQ;US;45.975;-86.17666667
ISR;FR;43.52277778;4.92388889
ISS;US;43.96333333;-69.71222222
IST;TR;40.97666667;28.81527778
ISW;US;44.36111111;-89.83833333
ITH;US;42.49027778;-76.45805556
OSA;JP;34.78555556;135.4383333
ITM;JP;34.7825;135.4411111
ITN;BR;-14.8;-39.3
ITO;US;19.72361111;-155.0580556
ITQ;BR;-29.12916667;-56.57
IUE;NU;-19.07666667;-169.9286111
IUS;PG;-5.78333333;155.15
IVA;MG;-13.64222222;48.45777778
IVC;NZ;-46.4125;168.3208333
IVG;YU;42.84083333;19.8675
IVL;FI;68.61111111;27.41555556
IVR;AU;-29.89;151.145
IWA;SU;57;41
IWD;US;46.52555556;-90.13166667
IWJ;JP;34.67638889;131.7902778
IWO;JP;24.78666667;141.3241667
IWS;US;29.81777778;-95.67222222
IXA;IN;23.89;91.24222222
IXB;IN;26.68055556;88.33055556
